parcel_id,property_name,street_address,city,state,zip,latitude,longitude,owner_name,owner_mailing_address,property_classification,building_area,year_built,source,source_date,lead_priority,visual_review_status,assigned_rep,outreach_status,notes,google_maps_url,google_earth_url,assessed_value
28 00 06 1 015 004.001,STARLIT ENTERPRISES LLC,2711 NIAZUMA AVE S,Birmingham,AL,35205,33.5024585,-86.783625,STARLIT ENTERPRISES LLC,"267 N CHANDALAR LANE, PELHAM, AL, 35124",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:01:01.123Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5024585,-86.783625","https://earth.google.com/web/search/33.5024585,-86.783625",319400
28 00 06 1 019 036.303,TRIGG JACK W JR,2700 ARLINGTON AVE,Birmingham,AL,35205,33.4995534,-86.7841533,TRIGG JACK W JR,"2700 ARLINGTON AVE S  APT 2, BIRMINGHAM, AL, 35205",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:01:04.983Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4995534,-86.7841533","https://earth.google.com/web/search/33.4995534,-86.7841533",238200
28 00 06 1 019 036.318,ROGERS BRUCE F. & KIM J.,2700 ARLINGTON AVE,Birmingham,AL,35205,33.4995534,-86.7841533,ROGERS BRUCE F. & KIM J.,"2700 ARRINGTON AVENUE S #17, BIRMINGHAM, AL, 35205",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:54.977Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4995534,-86.7841533","https://earth.google.com/web/search/33.4995534,-86.7841533",232500
28 00 06 1 024 012.000,JORDAN ANASTASIA AGRIPPA (R/S),2513 ARLINGTON CRES,Birmingham,AL,35205,33.4986205,-86.7856154,JORDAN ANASTASIA AGRIPPA (R/S),"26 3RD AVE W, BIRMINGHAM, AL, 35204",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:36.310Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4986205,-86.7856154","https://earth.google.com/web/search/33.4986205,-86.7856154",500
28 00 06 1 025 003.000,ARLINGTON AVENUE PARTNERS II LLC,2419 ARLINGTON AVE,Birmingham,AL,35205,33.499292,-86.786345,ARLINGTON AVENUE PARTNERS II LLC,"PO BOX 131346, BIRMINGHAM, AL, 35213",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:05.087Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.499292,-86.786345","https://earth.google.com/web/search/33.499292,-86.786345",438200
28 00 06 1 025 004.000,WYNNE CAPITAL/2401 ARLINGTON L,2413 ARLINGTON AVE,Birmingham,AL,35205,33.499397,-86.7867875,WYNNE CAPITAL/2401 ARLINGTON L,"PO BOX 131346, BIRMINGHAM, AL, 35213-6346",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:01:11.560Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.499397,-86.7867875","https://earth.google.com/web/search/33.499397,-86.7867875",736100
28 00 06 2 004 020.000,WHITWORTH RICKEY L,2316 10TH CT S,Birmingham,AL,35205,33.504326,-86.791187,WHITWORTH RICKEY L,"1509 31ST ST N, BIRMIGHAM, AL, 35234",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:01:09.380Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.504326,-86.791187","https://earth.google.com/web/search/33.504326,-86.791187",1343800
28 00 06 2 005 007.000,CHOAM LLC,2309 10TH CT S,Birmingham,AL,35205,33.503856,-86.7912756,CHOAM LLC,"217 COUNTRY CLUB PARK #434, BIRMINGHAM, AL, 35213",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:14.620Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.503856,-86.7912756","https://earth.google.com/web/search/33.503856,-86.7912756",271400
28 00 06 3 002 004.000,KENNEDY DEV PROPERTIES INC,2200 15TH AVE S,Birmingham,AL,35205,33.4939161,-86.7991263,KENNEDY DEV PROPERTIES INC,"P O BOX 110014, BIRMINGHAM, AL, 35211",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:37.007Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4939161,-86.7991263","https://earth.google.com/web/search/33.4939161,-86.7991263",400
28 00 06 3 021 005.307,DYER & COOK INVESTMENTS LLC,1901 16TH AVE S,Birmingham,AL,35205,33.494772,-86.7942656,DYER & COOK INVESTMENTS LLC,"2248 WATERVIEW TRAIL, QUINTON, AL, 35130",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:20.893Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.494772,-86.7942656","https://earth.google.com/web/search/33.494772,-86.7942656",98900
28 00 06 4 006 004.309,TIMOTHY A. SMITH,2403 ARLINGTON CRES,Birmingham,AL,35205,33.4980224,-86.7864193,TIMOTHY A. SMITH,"5937 SOUTHCREST RD, BIRMINGHAM, AL, 35213",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:01:04.393Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4980224,-86.7864193","https://earth.google.com/web/search/33.4980224,-86.7864193",55500
29 00 01 1 029 002.000,STONE 11TH STREET LLC,1008 17TH ST S,Birmingham,AL,35205,33.4996278,-86.8013534,STONE 11TH STREET LLC,"1629 10TH AVE S, BIRMINGHAM, AL, 35205-3513",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:01:01.680Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4996278,-86.8013534","https://earth.google.com/web/search/33.4996278,-86.8013534",715700
29 00 01 3 013 020.000,WILLIAMS EDWINA WARE,1110 11TH ST S,Birmingham,AL,35205,33.4946454,-86.8107666,WILLIAMS EDWINA WARE,"113 HUNTINGTON RIDGE RD, MADISON, AL, 35757",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:01:09.803Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4946454,-86.8107666","https://earth.google.com/web/search/33.4946454,-86.8107666",221000
29 00 01 3 018 012.000,SEIBELS FRANCES ESTES,1435 11TH PL S,Birmingham,AL,35205,33.4926247,-86.8091553,SEIBELS FRANCES ESTES,"75 FAIRWAY DR, MOUNTAIN BRK, AL, 35213-4240",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:57.280Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4926247,-86.8091553","https://earth.google.com/web/search/33.4926247,-86.8091553",400
29 00 01 3 020 005.000,GS HOLDINGS LLC,1421 13TH ST S,Birmingham,AL,35205,33.4932648,-86.805512,GS HOLDINGS LLC,"2117 PINECREST DR, VESTAVIA HILLS, AL, 35216",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:27.540Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4932648,-86.805512","https://earth.google.com/web/search/33.4932648,-86.805512",263400
29 00 01 4 003 016.005,1722 TOWN HOUSE LLC,1722 13TH CT S,Birmingham,AL,35205,33.4963274,-86.7979162,1722 TOWN HOUSE LLC,"1312 18TH AVE S, BIRMINGHAM, AL, 35205",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:02.427Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4963274,-86.7979162","https://earth.google.com/web/search/33.4963274,-86.7979162",208600
29 00 01 4 006 003.012,LIN & DONG PROPERTY LLC,1725 14TH CT S,Birmingham,AL,35205,33.4948263,-86.7977796,LIN & DONG PROPERTY LLC,"1725 14TH CT S, BIRMINGHAM, AL, 35205",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:39.840Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4948263,-86.7977796","https://earth.google.com/web/search/33.4948263,-86.7977796",230000
29 00 01 4 010 022.001,VICTORIA SQUARE CONDO OWNERS,1580 16TH AVE S,Birmingham,AL,35205,33.4920559,-86.8002919,VICTORIA SQUARE CONDO OWNERS,"1425 RICHARD ARRINGTON BLVD S STE 100, BIRMINGHAM, AL, 35205",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:01:06.610Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4920559,-86.8002919","https://earth.google.com/web/search/33.4920559,-86.8002919",5500
29 00 01 4 012 008.001,SEEBACH AMYE VON,1317 16TH ST S,Birmingham,AL,35205,33.495076,-86.801024,SEEBACH AMYE VON,"4112 24TH AVE S, MINNEAPOLIS, MN, 55406",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:57.230Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.495076,-86.801024","https://earth.google.com/web/search/33.495076,-86.801024",80200
29 00 02 2 018 006.000,BIRMINGHAM PROPERTY GROUP LLC,321 DIVISION AVE,Birmingham,AL,35205,33.5010054,-86.8287484,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVENUE NORTH   SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.053Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5010054,-86.8287484","https://earth.google.com/web/search/33.5010054,-86.8287484",17800
29 00 02 2 018 009.000,BIRMINGHAM PROPERTY GROUP LLC,3 3RD ST S,Birmingham,AL,35205,33.5006793,-86.8284251,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N    SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.053Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5006793,-86.8284251","https://earth.google.com/web/search/33.5006793,-86.8284251",3900
29 00 02 2 018 014.000,BIRMINGHAM PROPERTY GROUP LLC,318 POWELL AVE,Birmingham,AL,35205,33.501176,-86.827973,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N   STE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.053Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.501176,-86.827973","https://earth.google.com/web/search/33.501176,-86.827973",4400
29 00 02 2 019 002.000,BIRMINGHAM PROPERTY GROUP LLC,221 DIVISION CT,Birmingham,AL,35205,33.5005499,-86.8334535,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N    STE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.053Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5005499,-86.8334535","https://earth.google.com/web/search/33.5005499,-86.8334535",7400
29 00 02 2 019 004.000,BIRMINGHAM PROPERTY GROUP LLC,8 3RD ST S,Birmingham,AL,35205,33.5005924,-86.8286125,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N    SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.053Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5005924,-86.8286125","https://earth.google.com/web/search/33.5005924,-86.8286125",2800
29 00 02 2 020 002.000,BIRMINGHAM LAND BANK AUTHORITY,231 DIVISION CT,Birmingham,AL,35205,33.5005537,-86.8334423,BIRMINGHAM LAND BANK AUTHORITY,"710 20TH ST N, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:08.940Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5005537,-86.8334423","https://earth.google.com/web/search/33.5005537,-86.8334423",9800
29 00 02 2 020 006.000,BIRMINGHAM PROPERTY GROUP LLC,108 POWELL AVE,Birmingham,AL,35205,33.5002761,-86.8306399,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N   SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.057Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5002761,-86.8306399","https://earth.google.com/web/search/33.5002761,-86.8306399",13300
29 00 02 2 020 007.000,BIRMINGHAM PROPERTY GROUP LLC,112 POWELL AVE,Birmingham,AL,35205,33.5002796,-86.8305948,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N    SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.057Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5002796,-86.8305948","https://earth.google.com/web/search/33.5002796,-86.8305948",5800
29 00 02 2 020 007.001,BIRMINGHAM PROPERTY GROUP LLC,110 POWELL AVE,Birmingham,AL,35205,33.5002778,-86.8306173,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N   SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.057Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5002778,-86.8306173","https://earth.google.com/web/search/33.5002778,-86.8306173",9300
29 00 02 2 020 008.001,BIRMINGHAM PROPERTY GROUP LLC,124 POWELL AVE,Birmingham,AL,35205,33.5002902,-86.8304596,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVENUE NORTH SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.057Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5002902,-86.8304596","https://earth.google.com/web/search/33.5002902,-86.8304596",10300
29 00 02 2 020 010.000,HEDDEN BENJAMIN (R/S),200 POWELL AVE,Birmingham,AL,35205,33.500401,-86.829318,HEDDEN BENJAMIN (R/S),"405 GOLF DRIVE, HOOVER, AL, 35226",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:29.913Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.500401,-86.829318","https://earth.google.com/web/search/33.500401,-86.829318",5700
29 00 02 2 020 011.000,BIRMINGHAM PROPERTY GROUP LLC,204 POWELL AVE,Birmingham,AL,35205,33.500402,-86.829288,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N    STE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.057Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.500402,-86.829288","https://earth.google.com/web/search/33.500402,-86.829288",5900
29 00 02 2 020 013.000,BIRMINGHAM PROPERTY GROUP LLC,212 POWELL AVE,Birmingham,AL,35205,33.5004039,-86.8292279,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE N STE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.060Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5004039,-86.8292279","https://earth.google.com/web/search/33.5004039,-86.8292279",10000
29 00 02 2 020 017.000,BIRMINGHAM PROPERTY GROUP LLC,12 3RD ST S,Birmingham,AL,35205,33.5005503,-86.8285927,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVENUE NORTH   SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.060Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5005503,-86.8285927","https://earth.google.com/web/search/33.5005503,-86.8285927",4300
29 00 02 2 021 003.000,BIRMINGHAM PROPERTY GROUP LLC,209 POWELL AVE,Birmingham,AL,35205,33.5002355,-86.8292474,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVENUE NORTH   SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.060Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5002355,-86.8292474","https://earth.google.com/web/search/33.5002355,-86.8292474",14400
29 00 02 2 021 008.000,BIRMINGHAM PROPERTY GROUP LLC,111 POWELL AVE,Birmingham,AL,35205,33.5000921,-86.8301808,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE NORTH  SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.060Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5000921,-86.8301808","https://earth.google.com/web/search/33.5000921,-86.8301808",14800
29 00 02 2 021 020.000,SALAZAR SILVA NINSI LISSETT,118 KAPPA AVE,Birmingham,AL,35205,33.4995646,-86.8300316,SALAZAR SILVA NINSI LISSETT,"111 3RD AVENUE S, BIRMINGHAM, AL, 35205",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:56.090Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4995646,-86.8300316","https://earth.google.com/web/search/33.4995646,-86.8300316",26700
29 00 02 2 021 023.000,TIPTON MILLIE,124 KAPPA AVE,Birmingham,AL,35205,33.4995845,-86.829782,TIPTON MILLIE,"3037 WENONAH RD SW, BIRMINGHAM, AL, 35211-5733",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:01:04.440Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4995845,-86.829782","https://earth.google.com/web/search/33.4995845,-86.829782",67100
29 00 02 2 021 028.000,ESCALANTE OGLER,204 KAPPA AVE,Birmingham,AL,35205,33.4995685,-86.8292508,ESCALANTE OGLER,"240 21ST AVE APT 27, BIRMINGHAM, AL, 35205",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:22.013Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4995685,-86.8292508","https://earth.google.com/web/search/33.4995685,-86.8292508",29700
29 00 02 2 021 031.000,ENTREPRENEUR EMPOWERMENT LLC,212 KAPPA AVE,Birmingham,AL,35205,33.4995441,-86.8288705,ENTREPRENEUR EMPOWERMENT LLC,"1394 PARK AVE, BIRMINGHAM, AL, 35217",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:21.870Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.4995441,-86.8288705","https://earth.google.com/web/search/33.4995441,-86.8288705",18600
29 00 02 2 022 001.000,RADFORD WILLA,32 3RD PL S,Birmingham,AL,35205,33.5008839,-86.8279274,RADFORD WILLA,"816 60TH ST, FAIRFIELD, AL, 35064-2503",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:52.543Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5008839,-86.8279274","https://earth.google.com/web/search/33.5008839,-86.8279274",13300
29 00 02 2 022 002.000,BIRMINGHAM PROPERTY GROUP LLC,307 POWELL AVE,Birmingham,AL,35205,33.5009946,-86.8283482,BIRMINGHAM PROPERTY GROUP LLC,"2317 3RD AVE NORTH    SUITE 101, BIRMINGHAM, AL, 35203",Commercial (Class 2),Unknown - Visual Review Required,Unknown - Visual Review Required,JEFFERSON_TAX_LIEN,2026-04-28T22:00:09.060Z,,,,,,"https://www.google.com/maps/search/?api=1&query=33.5009946,-86.8283482","https://earth.google.com/web/search/33.5009946,-86.8283482",4400
